SPU,源SKU,室内外,一级分类,年,月,美西,美东,美南GA,美南TX,月份序号,在目标期,运算SKU,季节因子_V,衰减权重_N,加权_美西_P,加权合计_T
NBPC004,NBPC0042GWOS,户外,庭院、草坪与花园,2025,1,0.0,1.0,1.0,0.0,24301,1,NBPC0042GWOS,3.0,0.0202327174731858,0,0.121396304839115
NBPC004,NBPC0044BEOS,户外,庭院、草坪与花园,2025,1,5.0,0.0,10.0,1.0,24301,1,NBPC0044BEOS,3.0,0.0202327174731858,0.303490762097786,0.971170438712916
NBPC004,NBPC0044GROS,户外,庭院、草坪与花园,2025,1,1.0,0.0,4.0,1.0,24301,1,NBPC0044GROS,3.0,0.0202327174731858,0.0606981524195573,0.364188914517344
NBPC004,NBPC0044GWOS,户外,庭院、草坪与花园,2025,1,1.0,1.0,2.0,0.0,24301,1,NBPC0044GWOS,3.0,0.0202327174731858,0.0606981524195573,0.242792609678229
NBPC004,NBPC0046BEOS,户外,庭院、草坪与花园,2025,1,3.0,1.0,4.0,3.0,24301,1,NBPC0046BEOS,3.0,0.0202327174731858,0.182094457258672,0.66767967661513
NBPC004,NBPC0046GROS,户外,庭院、草坪与花园,2025,1,0.0,2.0,0.0,1.0,24301,1,NBPC0046GROS,3.0,0.0202327174731858,0,0.182094457258672
NBPC005,NBPC0052GROS,户外,庭院、草坪与花园,2025,1,1.0,0.0,0.0,0.0,24301,1,NBPC0052GROS,3.0,0.0202327174731858,0.0606981524195573,0.0606981524195573
NBPC005,NBPC0052GWOS,户外,庭院、草坪与花园,2025,1,2.0,0.0,1.0,0.0,24301,1,NBPC0052GWOS,3.0,0.0202327174731858,0.121396304839115,0.182094457258672
NBPC005,NBPC0054BEOS,户外,庭院、草坪与花园,2025,1,2.0,2.0,4.0,2.0,24301,1,NBPC0054BEOS,3.0,0.0202327174731858,0.121396304839115,0.606981524195573
NBPC005,NBPC0054GROS,户外,庭院、草坪与花园,2025,1,1.0,0.0,0.0,0.0,24301,1,NBPC0054GROS,3.0,0.0202327174731858,0.0606981524195573,0.0606981524195573
NBPC005,NBPC0054GWOS,户外,庭院、草坪与花园,2025,1,0.0,1.0,2.0,0.0,24301,1,NBPC0054GWOS,3.0,0.0202327174731858,0,0.182094457258672
NBPC006,NBPC006GRYOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBPC006GRYOS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC009,NBPC009BEGOS,户外,庭院,2025,1,2.0,0.0,2.0,0.0,24301,1,NBPC009BEGOS,3.0,0.0202327174731858,0.121396304839115,0.242792609678229
NBPC010,NBPC010BEGOS,户外,庭院、草坪与花园,2025,1,1.0,2.0,3.0,0.0,24301,1,NBPC0103BEGOS,3.0,0.0202327174731858,0.0606981524195573,0.364188914517344
NBPC010,NBPC010GRYOS,户外,庭院、草坪与花园,2025,1,2.0,3.0,4.0,0.0,24301,1,NBPC0103GRYOS,3.0,0.0202327174731858,0.121396304839115,0.546283371776015
NBPC011,NBPC0114BKOS,户外,庭院、草坪与花园,2025,1,4.0,0.0,3.0,1.0,24301,1,NBPC0114BKOS,3.0,0.0202327174731858,0.242792609678229,0.485585219356458
NBPC011,NBPC0114BROS,户外,庭院、草坪与花园,2025,1,6.0,3.0,3.0,2.0,24301,1,NBPC0114BROS,3.0,0.0202327174731858,0.364188914517344,0.849774133873802
NBPC011,NBPC0114GYOS,户外,庭院,2025,1,0.0,1.0,0.0,0.0,24301,1,NBPC0114GYOS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC011,NBPC0116BKOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBPC0116BKOS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC011,NBPC0116BROS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBPC0116BROS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC014,NBPC0142BEOS,户外,庭院、草坪与花园,2025,1,65.0,15.0,117.0,43.0,24301,1,NBPC0142BEOS,3.0,0.0202327174731858,3.94537990727122,14.5675565806937
NBPC014,NBPC0142BUOS,户外,庭院、草坪与花园,2025,1,9.0,4.0,31.0,11.0,24301,1,NBPC0142BUOS,3.0,0.0202327174731858,0.546283371776015,3.33839838307565
NBPC014,NBPC0142DGOS,户外,庭院、草坪与花园,2025,1,19.0,18.0,41.0,22.0,24301,1,NBPC0142DGOS,3.0,0.0202327174731858,1.15326489597159,6.06981524195573
NBPC014,NBPC0142GWOS,户外,庭院、草坪与花园,2025,1,11.0,12.0,31.0,17.0,24301,1,NBPC0142GWOS,3.0,0.0202327174731858,0.66767967661513,4.30956882178857
NBPC015,NBPC0152BEOS,户外,庭院、草坪与花园,2025,1,36.0,12.0,41.0,31.0,24301,1,NBPC0152BEOS,3.0,0.0202327174731858,2.18513348710406,7.28377829034687
NBPC015,NBPC0152BUOS,户外,庭院、草坪与花园,2025,1,9.0,4.0,33.0,20.0,24301,1,NBPC0152BUOS,3.0,0.0202327174731858,0.546283371776015,4.00607805969078
NBPC015,NBPC0152DGOS,户外,庭院、草坪与花园,2025,1,35.0,28.0,35.0,19.0,24301,1,NBPC0152DGOS,3.0,0.0202327174731858,2.1244353346845,7.1016838330882
NBPC015,NBPC0152GWOS,户外,庭院、草坪与花园,2025,1,18.0,0.0,13.0,10.0,24301,1,NBPC0152GWOS,3.0,0.0202327174731858,1.09256674355203,2.48862424920185
NBPC016,NBPC0162BEOS,户外,庭院、草坪与花园,2025,1,5.0,1.0,8.0,3.0,24301,1,NBPC0162BEOS,3.0,0.0202327174731858,0.303490762097786,1.03186859113247
NBPC016,NBPC0162GROS,户外,庭院、草坪与花园,2025,1,0.0,4.0,6.0,1.0,24301,1,NBPC0162GROS,3.0,0.0202327174731858,0,0.66767967661513
NBPC016,NBPC0162GWOS,户外,庭院、草坪与花园,2025,1,0.0,1.0,8.0,0.0,24301,1,NBPC0162GWOS,3.0,0.0202327174731858,0,0.546283371776015
NBPC016,NBPC0164BEOS,户外,庭院、草坪与花园,2025,1,5.0,2.0,7.0,1.0,24301,1,NBPC0164BEOS,3.0,0.0202327174731858,0.303490762097786,0.910472286293359
NBPC016,NBPC0164GROS,户外,庭院、草坪与花园,2025,1,4.0,1.0,3.0,1.0,24301,1,NBPC0164GROS,3.0,0.0202327174731858,0.242792609678229,0.546283371776015
NBPC016,NBPC0164GWOS,户外,庭院、草坪与花园,2025,1,2.0,0.0,1.0,0.0,24301,1,NBPC0164GWOS,3.0,0.0202327174731858,0.121396304839115,0.182094457258672
NBPC016,NBPC0166BEOS,户外,庭院、草坪与花园,2025,1,6.0,3.0,5.0,3.0,24301,1,NBPC0166BEOS,3.0,0.0202327174731858,0.364188914517344,1.03186859113247
NBPC016,NBPC0166GROS,户外,庭院、草坪与花园,2025,1,1.0,1.0,0.0,2.0,24301,1,NBPC0166GROS,3.0,0.0202327174731858,0.0606981524195573,0.242792609678229
NBPC016,NBPC0166GWOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,4.0,1.0,24301,1,NBPC0166GWOS,3.0,0.0202327174731858,0,0.303490762097786
NBPC017,NBPC0172BEOS,户外,庭院、草坪与花园,2025,1,10.0,0.0,18.0,2.0,24301,1,NBPC0172BEOS,3.0,0.0202327174731858,0.606981524195573,1.82094457258672
NBPC017,NBPC0172GWOS,户外,庭院、草坪与花园,2025,1,3.0,1.0,5.0,2.0,24301,1,NBPC0172GWOS,3.0,0.0202327174731858,0.182094457258672,0.66767967661513
NBPC017,NBPC0174BEOS,户外,庭院、草坪与花园,2025,1,2.0,1.0,6.0,1.0,24301,1,NBPC0174BEOS,3.0,0.0202327174731858,0.121396304839115,0.606981524195573
NBPC017,NBPC0174GROS,户外,庭院、草坪与花园,2025,1,0.0,1.0,0.0,0.0,24301,1,NBPC0174GROS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC017,NBPC0174GWOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,1.0,24301,1,NBPC0174GWOS,3.0,0.0202327174731858,0,0.121396304839115
NBPC017,NBPC0176BEOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBPC0176BEOS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC017,NBPC0176GWOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,2.0,0.0,24301,1,NBPC0176GWOS,3.0,0.0202327174731858,0,0.121396304839115
NBPC018,NBPC0182BEOS,户外,庭院、草坪与花园,2025,1,1.0,0.0,2.0,1.0,24301,1,NBPC0182BEOS,3.0,0.0202327174731858,0.0606981524195573,0.242792609678229
NBPC018,NBPC0184BEOS,户外,庭院、草坪与花园,2025,1,0.0,2.0,0.0,0.0,24301,1,NBPC0184BEOS,3.0,0.0202327174731858,0,0.121396304839115
NBPC018,NBPC0184GROS,户外,庭院、草坪与花园,2025,1,0.0,0.0,0.0,1.0,24301,1,NBPC0184GROS,3.0,0.0202327174731858,0,0.0606981524195573
NBPC019,NBPC0192BEOS,户外,庭院、草坪与花园,2025,1,27.0,21.0,34.0,27.0,24301,1,NBPC0192BEOS,3.0,0.0202327174731858,1.63885011532805,6.61609861373174
NBPC019,NBPC0192DGOS,户外,庭院、草坪与花园,2025,1,9.0,5.0,10.0,2.0,24301,1,NBPC0192DGOS,3.0,0.0202327174731858,0.546283371776015,1.57815196290849
NBPC019,NBPC0192GWOS,户外,庭院、草坪与花园,2025,1,7.0,3.0,21.0,10.0,24301,1,NBPC0192GWOS,3.0,0.0202327174731858,0.424887066936901,2.48862424920185
NBPC020,NBPC020ORGOS,户外,庭院、草坪与花园,2025,1,2.0,2.0,10.0,2.0,24301,1,NBPC020ORGOS,3.0,0.0202327174731858,0.121396304839115,0.971170438712916
NBPC021,NBPC0212BKOS,户外,庭院、草坪与花园,2025,1,2.0,3.0,0.0,0.0,24301,1,NBPC0212BLKOS,3.0,0.0202327174731858,0.121396304839115,0.303490762097786
NBPC021,NBPC0212GYOS,户外,庭院、草坪与花园,2025,1,0.0,6.0,0.0,0.0,24301,1,NBPC0212GRYOS,3.0,0.0202327174731858,0,0.364188914517344
NBPC022,NBPC0222BKOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,6.0,0.0,24301,1,NBPC0222BKOS,3.0,0.0202327174731858,0,0.364188914517344
NBPS001,NBPS001BLKOS,户外,庭院、草坪与花园,2025,1,2.0,1.0,0.0,0.0,24301,1,NBPS001BLKOS,3.0,0.0202327174731858,0.121396304839115,0.182094457258672
NBPS001,NBPS001GRYOS,户外,庭院、草坪与花园,2025,1,0.0,3.0,0.0,0.0,24301,1,NBPS001GRYOS,3.0,0.0202327174731858,0,0.182094457258672
NBRC001,NBRC001BUFS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,2.0,24301,1,NBRC001BUFS,3.0,0.0202327174731858,0,0.182094457258672
NBRC001,NBRC001GYFS,户外,庭院、草坪与花园,2025,1,8.0,4.0,7.0,1.0,24301,1,NBRC001GYFS,3.0,0.0202327174731858,0.485585219356458,1.21396304839115
NBRC001,NBRC002GYXL,户外,庭院、草坪与花园,2025,1,5.0,7.0,5.0,8.0,24301,1,NBRC002GYXL,3.0,0.0202327174731858,0.303490762097786,1.51745381048893
NBRC001,NBRC002LGYOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBRC002LGYOS,3.0,0.0202327174731858,0,0.0606981524195573
NBRC003,NBRC003BLKOS-1,户外,庭院、草坪与花园,2025,1,6.0,1.0,0.0,3.0,24301,1,NBRC003BLKOS,3.0,0.0202327174731858,0.364188914517344,0.606981524195573
NBRC003,NBRC003BROOS,户外,庭院、草坪与花园,2025,1,1.0,0.0,0.0,0.0,24301,1,NBRC003BROOS,3.0,0.0202327174731858,0.0606981524195573,0.0606981524195573
NBRC003,NBRC003DGROS,户外,庭院、草坪与花园,2025,1,0.0,0.0,0.0,1.0,24301,1,NBRC003DGROS,3.0,0.0202327174731858,0,0.0606981524195573
NBRC003,NBRC003GRYOS-1,户外,庭院、草坪与花园,2025,1,0.0,2.0,4.0,2.0,24301,1,NBRC003GRYOS,3.0,0.0202327174731858,0,0.485585219356458
NBRC003,NBRC003NAVOS-1,户外,庭院、草坪与花园,2025,1,0.0,2.0,1.0,0.0,24301,1,NBRC003NAVOS,3.0,0.0202327174731858,0,0.182094457258672
NBRC003,NBRC003WINOS-1,户外,庭院、草坪与花园,2025,1,4.0,0.0,1.0,0.0,24301,1,NBRC003WINOS,3.0,0.0202327174731858,0.242792609678229,0.303490762097786
NBRC003,NBRC0042EOS-1,户外,庭院、草坪与花园,2025,1,5.0,4.0,3.0,1.0,24301,1,NBRC0042EOS,3.0,0.0202327174731858,0.303490762097786,0.789075981454245
NBRC003,NBRC004BLKOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,1.0,0.0,24301,1,NBRC004BLKOS,3.0,0.0202327174731858,0,0.0606981524195573
NBRC003,NBRC004BLKOS-1,户外,庭院、草坪与花园,2025,1,20.0,24.0,40.0,15.0,24301,1,NBRC004BLKOS,3.0,0.0202327174731858,1.21396304839115,6.00911708953617
NBRC003,NBRC004BROOS,户外,庭院、草坪与花园,2025,1,0.0,0.0,4.0,0.0,24301,1,NBRC004BROOS,3.0,0.0202327174731858,0,0.242792609678229
NBRC003,NBRC004DGROS,户外,庭院、草坪与花园,2025,1,3.0,4.0,6.0,5.0,24301,1,NBRC004DGROS,3.0,0.0202327174731858,0.182094457258672,1.09256674355203
NBRC003,NBRC004GGROS,户外,庭院、草坪与花园,2025,1,3.0,0.0,3.0,2.0,24301,1,NBRC004GGROS,3.0,0.0202327174731858,0.182094457258672,0.485585219356458
NBRC003,NBRC004GRYOS-1,户外,庭院、草坪与花园,2025,1,3.0,7.0,13.0,4.0,24301,1,NBRC004GRYOS,3.0,0.0202327174731858,0.182094457258672,1.63885011532805
NBRC003,NBRC004NAVOS-1,户外,庭院、草坪与花园,2025,1,0.0,6.0,4.0,1.0,24301,1,NBRC004NAVOS,3.0,0.0202327174731858,0,0.66767967661513
NBRC003,NBRC004WINOS-1,户外,庭院、草坪与花园,2025,1,5.0,7.0,4.0,2.0,24301,1,NBRC004WINOS,3.0,0.0202327174731858,0.303490762097786,1.09256674355203
NBLS001,NBSF013DGROS-12,室内,室内家具,2025,1,22.0,14.0,27.0,14.0,24301,1,NBSF013DGROS,1.0,0.0202327174731858,0.445119784410087,1.5579192454353
NBLS001,NBSF013DGROS-22,室内,室内家具,2025,1,22.0,14.0,27.0,14.0,24301,1,NBSF013DGROS,1.0,0.0202327174731858,0.445119784410087,1.5579192454353
NBLS001,NBSF013WHIOS-12,室内,室内家具,2025,1,2.0,6.0,7.0,9.0,24301,1,NBSF013WHIOS,1.0,0.0202327174731858,0.0404654349463715,0.485585219356458
NBLS001,NBSF013WHIOS-22,室内,室内家具,2025,1,2.0,6.0,7.0,9.0,24301,1,NBSF013WHIOS,1.0,0.0202327174731858,0.0404654349463715,0.485585219356458
NBLS001,NBSF014DGROS-12,室内,室内家具,2025,1,0.0,1.0,0.0,0.0,24301,1,NBSF014DGROS,1.0,0.0202327174731858,0,0.0202327174731858
NBLS001,NBSF014WHIOS-12,室内,室内家具,2025,1,0.0,1.0,2.0,0.0,24301,1,NBSF014WHIOS,1.0,0.0202327174731858,0,0.0606981524195573
NBLS001,NBSF014WHIOS-22,室内,室内家具,2025,1,0.0,1.0,2.0,0.0,24301,1,NBSF014WHIOS,1.0,0.0202327174731858,0,0.0606981524195573
NBSF015,NBSF015BEGOS,室内,室内家具,2025,1,3.0,0.0,2.0,0.0,24301,1,NBSF015BEGOS,1.0,0.0202327174731858,0.0606981524195573,0.101163587365929
NBSF015,NBSF015BLKOS,室内,室内家具,2025,1,2.0,4.0,6.0,3.0,24301,1,NBSF015BLKOS,1.0,0.0202327174731858,0.0404654349463715,0.303490762097786
NBSF015,NBSF015DGROS,室内,室内家具,2025,1,13.0,11.0,6.0,5.0,24301,1,NBSF015DGROS,1.0,0.0202327174731858,0.263025327151415,0.708145111561502
NBSF015,NBSF015LGYOS,室内,室内家具,2025,1,6.0,2.0,6.0,1.0,24301,1,NBSF015LGYOS,1.0,0.0202327174731858,0.121396304839115,0.303490762097786
NBSF016,NBSF016BEGOS-12,室内,室内家具,2025,1,0.0,0.0,1.0,0.0,24301,1,NBSF016BEGOS,1.0,0.0202327174731858,0,0.0202327174731858
NBSF016,NBSF016BEGOS-22,室内,室内家具,2025,1,0.0,0.0,1.0,0.0,24301,1,NBSF016BEGOS,1.0,0.0202327174731858,0,0.0202327174731858
NBSF016,NBSF016YELOS-12,室内,室内家具,2025,1,3.0,1.0,3.0,2.0,24301,1,NBSF016YELOS,1.0,0.0202327174731858,0.0606981524195573,0.182094457258672
NBSF016,NBSF016YELOS-22,室内,室内家具,2025,1,3.0,1.0,3.0,2.0,24301,1,NBSF016YELOS,1.0,0.0202327174731858,0.0606981524195573,0.182094457258672
NBSF017,NBSF017BEGOS-A,室内,室内家具,2025,1,1.0,1.0,0.0,1.0,24301,1,NBSF017BEGOS,1.0,0.0202327174731858,0.0202327174731858,0.0606981524195573
NBSF017,NBSF017BEGOS-B,室内,室内家具,2025,1,2.0,6.0,2.0,2.0,24301,1,NBSF017BEGOS,1.0,0.0202327174731858,0.0404654349463715,0.242792609678229
NBSF017,NBSF017BEGOS-C,室内,室内家具,2025,1,0.0,1.0,0.0,0.0,24301,1,NBSF017BEGOS,1.0,0.0202327174731858,0,0.0202327174731858
NBSF017,NBSF017BEGOS-D,室内,室内家具,2025,1,2.0,2.0,0.0,4.0,24301,1,NBSF017BEGOS,1.0,0.0202327174731858,0.0404654349463715,0.161861739785486
NBSF017,NBSF017DGROS-A,室内,室内家具,2025,1,5.0,0.0,2.0,0.0,24301,1,NBSF017DGROS,1.0,0.0202327174731858,0.101163587365929,0.1416290223123
NBSF017,NBSF017DGROS-B,室内,室内家具,2025,1,8.0,1.0,6.0,2.0,24301,1,NBSF017DGROS,1.0,0.0202327174731858,0.161861739785486,0.343956197044158
NBSF017,NBSF017DGROS-C,室内,室内家具,2025,1,0.0,0.0,1.0,0.0,24301,1,NBSF017DGROS,1.0,0.0202327174731858,0,0.0202327174731858
NBSF017,NBSF017DGROS-D,室内,室内家具,2025,1,7.0,0.0,7.0,0.0,24301,1,NBSF017DGROS,1.0,0.0202327174731858,0.1416290223123,0.283258044624601
NBSF017,NBSF017LGYOS-B,室内,室内家具,2025,1,3.0,1.0,1.0,1.0,24301,1,NBSF017LGYOS,1.0,0.0202327174731858,0.0606981524195573,0.121396304839115
NBSF018,NBSF018BROOS,室内,室内家具,2025,1,3.0,4.0,5.0,2.0,24301,1,NBSF018BROOS,1.0,0.0202327174731858,0.0606981524195573,0.283258044624601
NBSF018,NBSF018LGYOS,室内,室内家具,2025,1,7.0,2.0,10.0,11.0,24301,1,NBSF018LGYOS,1.0,0.0202327174731858,0.1416290223123,0.606981524195573
NBSF019,NBSF019GRYOS,室内,室内家具,2025,1,2.0,2.0,11.0,1.0,24301,1,NBSF019GRYOS,1.0,0.0202327174731858,0.0404654349463715,0.323723479570972
NBSF020,NBSF020BEGOS,室内,室内家具,2025,1,0.0,7.0,0.0,2.0,24301,1,NBSF020BEGOS,1.0,0.0202327174731858,0,0.182094457258672
NBSF020,NBSF020LGYOS,室内,室内家具,2025,1,4.0,7.0,4.0,7.0,24301,1,NBSF020LGYOS,1.0,0.0202327174731858,0.080930869892743,0.445119784410087
NBSF020,NBSF020NAVOS,室内,室内家具,2025,1,2.0,3.0,13.0,8.0,24301,1,NBSF020NAVOS,1.0,0.0202327174731858,0.0404654349463715,0.52605065430283
NBSF021,NBSF021BEGOS-A,室内,室内家具,2025,1,2.0,2.0,0.0,0.0,24301,1,NBSF021BEGOS,1.0,0.0202327174731858,0.0404654349463715,0.080930869892743
NBSF021,NBSF021BEGOS-B,室内,室内家具,2025,1,3.0,2.0,0.0,0.0,24301,1,NBSF021BEGOS,1.0,0.0202327174731858,0.0606981524195573,0.101163587365929
NBSF021,NBSF021BEGOS-C,室内,室内家具,2025,1,0.0,2.0,0.0,1.0,24301,1,NBSF021BEGOS,1.0,0.0202327174731858,0,0.0606981524195573
NBSF021,NBSF021DGROS-A,室内,室内家具,2025,1,1.0,4.0,0.0,0.0,24301,1,NBSF021DGROS,1.0,0.0202327174731858,0.0202327174731858,0.101163587365929
NBSF021,NBSF021DGROS-B,室内,室内家具,2025,1,2.0,4.0,0.0,0.0,24301,1,NBSF021DGROS,1.0,0.0202327174731858,0.0404654349463715,0.121396304839115
NBSF021,NBSF021DGROS-C,室内,室内家具,2025,1,1.0,5.0,0.0,0.0,24301,1,NBSF021DGROS,1.0,0.0202327174731858,0.0202327174731858,0.121396304839115
NBSF022,NBSF022BEGOS-12,室内,室内家具,2025,1,1.0,6.0,3.0,0.0,24301,1,NBSF022BEGOS,1.0,0.0202327174731858,0.0202327174731858,0.202327174731858
NBSF022,NBSF022BEGOS-22,室内,室内家具,2025,1,1.0,6.0,3.0,0.0,24301,1,NBSF022BEGOS,1.0,0.0202327174731858,0.0202327174731858,0.202327174731858
NBSF022,NBSF022DGROS-12,室内,室内家具,2025,1,3.0,2.0,4.0,4.0,24301,1,NBSF022DGROS,1.0,0.0202327174731858,0.0606981524195573,0.263025327151415
NBSF022,NBSF022DGROS-22,室内,室内家具,2025,1,3.0,2.0,4.0,4.0,24301,1,NBSF022DGROS,1.0,0.0202327174731858,0.0606981524195573,0.263025327151415
NBSF022,NBSF022GREOS-12,室内,室内家具,2025,1,0.0,2.0,2.0,4.0,24301,1,NBSF022GREOS,1.0,0.0202327174731858,0,0.161861739785486
NBSF022,NBSF022GREOS-22,室内,室内家具,2025,1,0.0,2.0,2.0,4.0,24301,1,NBSF022GREOS,1.0,0.0202327174731858,0,0.161861739785486
NBSF023,NBSF023BEGOS-12,室内,室内家具,2025,1,1.0,5.0,3.0,1.0,24301,1,NBSF023BEGOS,1.0,0.0202327174731858,0.0202327174731858,0.202327174731858
NBSF023,NBSF023BEGOS-22,室内,室内家具,2025,1,1.0,5.0,3.0,1.0,24301,1,NBSF023BEGOS,1.0,0.0202327174731858,0.0202327174731858,0.202327174731858
NBSF023,NBSF023BLUOS-12,室内,室内家具,2025,1,5.0,3.0,6.0,4.0,24301,1,NBSF023BLUOS,1.0,0.0202327174731858,0.101163587365929,0.364188914517344
NBSF023,NBSF023BLUOS-22,室内,室内家具,2025,1,5.0,3.0,6.0,4.0,24301,1,NBSF023BLUOS,1.0,0.0202327174731858,0.101163587365929,0.364188914517344
NBSF023,NBSF023DGROS-12,室内,室内家具,2025,1,2.0,7.0,6.0,1.0,24301,1,NBSF023DGROS,1.0,0.0202327174731858,0.0404654349463715,0.323723479570972
NBSF023,NBSF023DGROS-22,室内,室内家具,2025,1,2.0,7.0,6.0,1.0,24301,1,NBSF023DGROS,1.0,0.0202327174731858,0.0404654349463715,0.323723479570972
NBSF025,NBSF025NAVOS,室内,室内家具,2025,1,9.0,5.0,7.0,2.0,24301,1,NBSF025NAVOS,1.0,0.0202327174731858,0.182094457258672,0.465352501883272
NBSF025,NBSF025TUQOS,室内,室内家具,2025,1,0.0,1.0,4.0,10.0,24301,1,NBSF025TUQOS,1.0,0.0202327174731858,0,0.303490762097786
NBSF026,NBSF026GRY5853-12,室内,室内家具,2025,1,13.0,16.0,16.0,9.0,24301,1,NBSF026GRY5853,1.0,0.0202327174731858,0.263025327151415,1.09256674355203
NBSF026,NBSF026GRY5853-22,室内,室内家具,2025,1,13.0,16.0,16.0,9.0,24301,1,NBSF026GRY5853,1.0,0.0202327174731858,0.263025327151415,1.09256674355203
NBSF026,NBSF026WHI5853-12,室内,室内家具,2025,1,6.0,7.0,6.0,7.0,24301,1,NBSF026WHI5853,1.0,0.0202327174731858,0.121396304839115,0.52605065430283
NBSF026,NBSF026WHI5853-22,室内,室内家具,2025,1,6.0,7.0,6.0,7.0,24301,1,NBSF026WHI5853,1.0,0.0202327174731858,0.121396304839115,0.52605065430283
NBLS001,NBSF027DGROS-12,室内,室内家具,2025,1,4.0,9.0,12.0,6.0,24301,1,NBSF027DGROS,1.0,0.0202327174731858,0.080930869892743,0.627214241668758
NBLS001,NBSF027DGROS-22,室内,室内家具,2025,1,4.0,9.0,12.0,6.0,24301,1,NBSF027DGROS,1.0,0.0202327174731858,0.080930869892743,0.627214241668758
NBLS001,NBSF027WHIOS-12,室内,室内家具,2025,1,3.0,3.0,2.0,1.0,24301,1,NBSF027WHIOS,1.0,0.0202327174731858,0.0606981524195573,0.182094457258672
NBLS001,NBSF027WHIOS-22,室内,室内家具,2025,1,3.0,3.0,2.0,1.0,24301,1,NBSF027WHIOS,1.0,0.0202327174731858,0.0606981524195573,0.182094457258672
NBSN001,NBSN001BLK3L,户外,庭院、草坪与花园,2025,1,3.0,12.0,10.0,8.0,24301,1,NBSN001BLK3L,3.0,0.0202327174731858,0.182094457258672,2.00303902984539
NBSS005,NBSS001GRY1010-14,户外,庭院、草坪与花园,2025,1,7.0,3.0,8.0,3.0,24301,1,NBSS001GRY1010,3.0,0.0202327174731858,0.424887066936901,1.2746612008107
NBSS005,NBSS001GRY1010-24,户外,庭院、草坪与花园,2025,1,7.0,3.0,8.0,3.0,24301,1,NBSS001GRY1010,3.0,0.0202327174731858,0.424887066936901,1.2746612008107
NBSS005,NBSS001GRY1010-34,户外,庭院、草坪与花园,2025,1,7.0,3.0,8.0,3.0,24301,1,NBSS001GRY1010,3.0,0.0202327174731858,0.424887066936901,1.2746612008107
NBSS005,NBSS001GRY1010-44,户外,庭院、草坪与花园,2025,1,7.0,3.0,8.0,3.0,24301,1,NBSS001GRY1010,3.0,0.0202327174731858,0.424887066936901,1.2746612008107
NBSS004,NBSS004BEG53-12,户外,庭院、草坪与花园,2025,1,7.0,4.0,3.0,0.0,24301,1,NBSS004BEG53,3.0,0.0202327174731858,0.424887066936901,0.849774133873802
NBSS004,NBSS004BEG53-22,户外,庭院、草坪与花园,2025,1,7.0,4.0,3.0,0.0,24301,1,NBSS004BEG53,3.0,0.0202327174731858,0.424887066936901,0.849774133873802
NBSS004,NBSS004BEG645-12,户外,庭院、草坪与花园,2025,1,16.0,4.0,9.0,4.0,24301,1,NBSS004BEG645,3.0,0.0202327174731858,0.971170438712916,2.00303902984539
NBSS004,NBSS004BEG645-22,户外,庭院、草坪与花园,2025,1,16.0,4.0,9.0,4.0,24301,1,NBSS004BEG645,3.0,0.0202327174731858,0.971170438712916,2.00303902984539
NBSS004,NBSS004BEG66-12,户外,庭院、草坪与花园,2025,1,7.0,0.0,2.0,1.0,24301,1,NBSS004BEG66,3.0,0.0202327174731858,0.424887066936901,0.606981524195573
NBSS004,NBSS004BEG66-22,户外,庭院、草坪与花园,2025,1,7.0,0.0,2.0,1.0,24301,1,NBSS004BEG66,3.0,0.0202327174731858,0.424887066936901,0.606981524195573
NBSS004,NBSS004BEG810-14,户外,庭院、草坪与花园,2025,1,14.0,5.0,20.0,3.0,24301,1,NBSS004BEG810,3.0,0.0202327174731858,0.849774133873802,2.54932240162141
NBSS004,NBSS004BEG810-24,户外,庭院、草坪与花园,2025,1,14.0,5.0,20.0,3.0,24301,1,NBSS004BEG810,3.0,0.0202327174731858,0.849774133873802,2.54932240162141
NBSS004,NBSS004BEG810-34,户外,庭院、草坪与花园,2025,1,14.0,5.0,20.0,3.0,24301,1,NBSS004BEG810,3.0,0.0202327174731858,0.849774133873802,2.54932240162141
NBSS004,NBSS004BEG810-44,户外,庭院、草坪与花园,2025,1,14.0,5.0,20.0,3.0,24301,1,NBSS004BEG810,3.0,0.0202327174731858,0.849774133873802,2.54932240162141
